Escola,Código INEP,UF,Município,Localização,Endereço,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Latitude,Longitude
IFPI - CAMPUS SAO RAIMUNDO NONATO,22129570,PI,São Raimundo Nonato,Urbana,"RODOVIA BR 020, PRIMAVERA. 64770-000 São Raimundo Nonato - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-9.0457886,-42.6934197
IFPI - CAMPUS PAULISTANA,22130748,PI,Paulistana,Urbana,"RODOVIA BR 407, KM 05, S/N. LAGOA DOS CANUDOS. 64750-000 Paulistana - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-8.094574792,-41.16523619
IFPI - CAMPUS OEIRAS,22141812,PI,Oeiras,Urbana,"RUA PROJETADA, S/N UBERABA II. 64500-000 Oeiras - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.999956374,-42.10137578
IFPI - CAMPUS COCAL,22142258,PI,Cocal,Rural,"RODOVIA PI 213, KM 21, ZONA RURAL86. 64235-000 Cocal - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-3.46221,-41.58316667
IFPI - CAMPUS CAMPO MAIOR,22142266,PI,Campo Maior,Urbana,"AVENIDA RAIMUNDO DOCA DA SILVA, S/N ZONA RURAL. FAZENDINHA. 64280-000 Campo Maior - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.864855,-42.14694833
IFPI - CAMPUS SAO JOAO DO PIAUI,22142274,PI,São João do Piauí,Urbana,"TRAVESSA SETE DE SETEMBRO, SN PARQUE DE EXPOSICAO. CENTRO. 64760-000 São João do Piauí - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-8.36232333,-42.2539154
IFPI - CAMPUS PEDRO II,22142282,PI,Pedro II,Urbana,"RUA ANTONINO MARTINS DE ANDRADE, 750 ENGENHO NOVO. 64255-000 Pedro II - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.44803487,-41.45760568
IFPI - CAMPUS VALENCA DO PIAUI,22142290,PI,Valença do Piauí,Urbana,"AVENIDA JOAQUIM MANOEL, S/N AREA URBANA. 64300-000 Valença do Piauí - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.424351667,-41.74741167
IFPI - CAMPUS AVANCADO DIRCEU ARCOVERDE,22143165,PI,Teresina,Urbana,"RUA DONA AMELIA RUBIM, S/N, RENASCENCA II, S/N RENASCENCA II. 64082-140 Teresina - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.099398136,-42.73876953
IFPI - CAMPUS AVANCADO JOSE DE FREITAS,22143173,PI,José de Freitas,Urbana,"RUA HERCULANO DA ROCHA, S/N BEZERRO. 64110-000 José de Freitas - PI.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.7651331,-42.6104922
IFPI - CAMPUS AVANCADO PIO IX,22143190,PI,Pio IX,Rural,"PI 142, KM 2, ZONA RURAL. 64660-000 Pio IX - PI.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.8526653,-40.6172947
IFPI - CAMPUS URUCUI,22310827,PI,Uruçuí,Rural,"RODOVIA PI 247 , KM 07, PORTAL DOS CERRADOS, 07 PORTAL DOS CERRADOS. 64860-000 Uruçuí - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-7.278439378,-44.51077126
UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA-UTFPR - CAMPUS CAMPO MOURAO,41015525,PR,Campo Mourão,Urbana,"VIA MARGINAL ROSALINA MARIA DOS SANTOS, 1233 AREA URBANIZADA I. 87301-899 Campo Mourão - PR.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.06163434,-52.38615004
IFPR - CAMPUS CURITIBA,41133757,PR,Curitiba,Urbana,"RUA JOAO NEGRAO, 1285 REBOUCAS. 80230-150 Curitiba - PR.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.44049,-49.26145
IFPR - CAMPUS IRATI,41147022,PR,Irati,Urbana,"RUA PEDRO KOPPE, 100 VILA SAO JOAO. 84507-302 Irati - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",                              ,                              
IFPR - CAMPUS UMUARAMA,41147251,PR,Umuarama,Urbana,"RODOVIA PR-323, SEM NUMERO PARQUE INDUSTRIAL. 87507-014 Umuarama - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.80635,-53.32172
IFPR - CAMPUS JACAREZINHO,41147260,PR,Jacarezinho,Urbana,"AVENIDA DOUTOR TITO, 801 JARDIM PANORAMA. 86400-000 Jacarezinho - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.14052564,-49.97239256
IFPR - CAMPUS ASSIS CHATEAUBRIAND,41147308,PR,Assis Chateaubriand,Urbana,"AVENIDA CIVICA, 475 CENTRO CIVICO. 85935-000 Assis Chateaubriand - PR.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.40311799,-53.50767187
IFPR - CAMPUS CAMPO LARGO,41147375,PR,Campo Largo,Urbana,"RUA ENGENHEIRO TOURINHO, 829 VILA SOLENE. 83607-140 Campo Largo - PR.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",                              ,                              
IFPR - CAMPUS TELEMACO BORBA,41147383,PR,Telêmaco Borba,Urbana,"RODOVIA PR-160, KM 19,5 PREDIO. PARQUE LIMEIRA AREA VII. 84269-090 Telêmaco Borba - PR.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.33752,-50.65724
IFPR - CAMPUS IVAIPORA,41147421,PR,Ivaiporã,Urbana,"RUA MAX ARTHUR GREIPEL, 505 MARGINAL A PR 466. PARQUE INDUSTRIAL. 86870-000 Ivaiporã - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.2525062,-51.7144387
IFPR - CAMPUS PARANAVAI,41147502,PR,Paranavaí,Urbana,"AVENIDA JOSE FELIPE TEQUINHA, 1400 JARDIM DAS NACOES. 87703-536 Paranavaí - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.05464279,-52.45425158
IFPR - CAMPUS PALMAS,41148509,PR,Palmas,Urbana,"AVENIDA BENTO MUNHOZ DA ROCHA NETO, S/N PRT-280. UNIVERSITARIO. 85690-740 Palmas - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-26.5117888,-51.98525294
UNIVERSIDADE FEDERAL DO PARANA - SEPT,41148851,PR,Curitiba,Urbana,"RUA DOUTOR ALCIDES VIEIRA ARCO-VERDE, 1225 SEPT - UFPR. GUABIROTUBA. 81520-260 Curitiba - PR.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.45694,-49.23605
IFPR - CAMPUS CASCAVEL,41150520,PR,Cascavel,Urbana,"AVENIDA DAS POMBAS, 2020 FLORESTA. 85814-800 Cascavel - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.9168343,-53.4170425
IFPR - CAMPUS AVANCADO CORONEL VIVIDA,41155963,PR,Coronel Vivida,Rural,"RODOVIA PR 562, S/N FLOR DA SERRA. 85550-000 Coronel Vivida - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.98434749,-52.53762978
IFPR - CAMPUS CAPANEMA,41155980,PR,Capanema,Urbana,"RUA CARIRIS, 750 LOTE 52 GLEBA 135. SANTA BARBARA. 85760-000 Capanema - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.68366158,-53.78667322
IFPR CAMPUS COLOMBO,41156005,PR,Colombo,Urbana,"RUA ANTONIO CHEMIN, 28 0. SAO GABRIEL. 83403-515 Colombo - PR.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.32748971,-49.21811677
IFPR - CAMPUS AVANCADO BARRACAO,41156013,PR,Barracão,Urbana,"RODOVIA BR 163, 2115 PREDIO ESCOLAR. INDUSTRIAL. 85700-000 Barracão - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",                              ,                              
IFPR - CAMPUS UNIAO DA VITORIA,41156021,PR,União da Vitória,Urbana,"AVENIDA PAULA FREITAS, 2800 SAO BRAZ. 84603-264 União da Vitória - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-26.2281009,-51.04911181
IFPR - CAMPUS AVANCADO GOIOERE,41156030,PR,Goioerê,Urbana,"RODOVIA PR 180, TREVO DA UEM. JARDIM UNIVERSITARIO. 87360-000 Goioerê - PR.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.183135,-53.04719667
IFPR - CAMPUS PITANGA,41156048,PR,Pitanga,Urbana,"RUA JOSE DE ALENCAR, 1080 PLANALTO. 85201-106 Pitanga - PR.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.74315836,-51.75594808
IFPR - CAMPUS AVANCADO QUEDAS DO IGUACU,41156056,PR,Quedas do Iguaçu,Urbana,"RUA MARGINAL IMBIRAMA, 300 LINHA TAPUI. 85460-000 Quedas do Iguaçu - PR.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.43303735,-52.90110501
IFPR CAMPUS PINHAIS,41156153,PR,Pinhais,Urbana,"RUA HUMBERTO DE ALENCAR CASTELLO BRANCO, 1575 0. VILA AMELIA. 83330-200 Pinhais - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.42410333,-49.163025
IFPR - CAMPUS JAGUARIAIVA,41156161,PR,Jaguariaíva,Urbana,"AV ELOA MARTINS PASSOS FELIX ESQ COM PR 151 KM 213,7, PONTE VELHA. 84200-000 Jaguariaíva - PR.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-24.26330124,-49.7189815
IFPR - CAMPUS AVANCADO ASTORGA,41157834,PR,Astorga,Rural,"RODOVIA PR 454, CONTORNO NORTE. RODOVIA. 86730-000 Astorga - PR.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.22426512,-51.66349433
IFPR - CAMPUS AVANCADO ARAPONGAS,41164563,PR,Arapongas,Urbana,"RUA SURUCUA ACU, 321 VILA ARAPONGUINHA. 86705-590 Arapongas - PR.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,                              ,                              
IFPR - CAMPUS LONDRINA,41567919,PR,Londrina,Urbana,"AVENIDA DA LIBERDADE, 865 CARNASCIALLI. 86077-080 Londrina - PR.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.30866619,-51.17632463
IFPR - CAMPUS FOZ DO IGUACU,41569954,PR,Foz do Iguaçu,Urbana,"AVENIDA ARAUCARIA, 780 VILA RESIDENCIAL A. 85860-000 Foz do Iguaçu - PR.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.50421,-54.57682
IFPR - CAMPUS PARANAGUA,41570936,PR,Paranaguá,Urbana,"RUA ANTONIO CARLOS RODRIGUES, 453 PORTO SEGURO. 83215-750 Paranaguá - PR.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-25.58592937,-48.56532426
IFF - CAMPUS BOM JESUS DO ITABAPOANA,33000077,RJ,Bom Jesus do Itabapoana,Urbana,"AVENIDA DARIO VIEIRA BORGES, 235 PARQUE DO TREVO. LIA MARCIA. 28360-000 Bom Jesus do Itabapoana - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.13615848,-41.6599119
IFF - CAMPUS CAMPOS CENTRO,33009635,RJ,Campos dos Goytacazes,Urbana,"RUA DOUTOR SIQUEIRA, 273 PARQUE DOM BOSCO. PARQUE TAMANDARE. 28030-130 Campos dos Goytacazes - RJ.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-21.7612,-41.33707
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS PINHEIRAL,33030995,RJ,Pinheiral,Urbana,"RUA JOSE BREVES, 550 CENTRO. 27197-000 Pinheiral - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.5209859,-43.99070134
UFRRJ - COLEGIO TECNICO,33045518,RJ,Seropédica,Urbana,"RODOVIA BR-465, KM 8, SN ECOLOGIA. 23891-000 Seropédica - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.768665,-43.67818333
FUNDACAO OSORIO,33063222,RJ,Rio de Janeiro,Urbana,"RUA PAULA RAMOS, 52 RIO COMPRIDO. 20261-210 Rio de Janeiro - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",-22.93402,-43.21059
CPII - CAMPUS HUMAITA II,33063559,RJ,Rio de Janeiro,Urbana,"RUA DO HUMAITA, 80 HUMAITA. 22261-001 Rio de Janeiro - RJ.",Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",-22.95580079,-43.19878826
INSTITUTO BENJAMIN CONSTANT,33064342,RJ,Rio de Janeiro,Urbana,"AVENIDA PASTEUR, 350/368 URCA. 22290-250 Rio de Janeiro - RJ.",Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional",-22.95363,-43.17223
CEFET-RJ - UNIDADE MARACANA,33067643,RJ,Rio de Janeiro,Urbana,"AVENIDA MARACANA, 229 MARACANA. 20271-110 Rio de Janeiro - RJ.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.9117752,-43.22503583
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS RIO DE JANEIRO,33068488,RJ,Rio de Janeiro,Urbana,"RUA SENADOR FURTADO, 121 125. MARACANA. 20270-021 Rio de Janeiro - RJ.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.91029,-43.22043
CPII - CAMPUS ENGENHO NOVO II,33071829,RJ,Rio de Janeiro,Urbana,"RUA BARAO DO BOM RETIRO, 726 ENGENHO NOVO. 20715-003 Rio de Janeiro - RJ.",Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.9100134,-43.27027531
COL BRIGADEIRO NEWTON BRAGA,33085447,RJ,Rio de Janeiro,Urbana,"PRACA DO AVIAO, 1 GALEAO - ILHA DO GOVERNADOR. 21941-520 Rio de Janeiro - RJ.",Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",                              ,                              
IFF - CAMPUS MACAE,33117250,RJ,Macaé,Urbana,"RODOVIA AMARAL PEIXOTO, KM 164 IMBOASSICA. 27932-050 Macaé - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.4059307,-41.84422752
ESC POLITECNICA DE SAUDE JOAQUIM VENANCI,33128391,RJ,Rio de Janeiro,Urbana,"AVENIDA BRASIL, 4365 PREDIO DA EPSJV. MANGUINHOS. 21040-360 Rio de Janeiro - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.87936311,-43.24905224
CPII - CAMPUS SAO CRISTOVAO III,33130426,RJ,Rio de Janeiro,Urbana,"RUA PIRAUBA, S/N SAO CRISTOVAO. 20940-250 Rio de Janeiro - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.900263,-43.22244345
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NILOPOLIS,33136718,RJ,Nilópolis,Urbana,"RUA CORONEL DELIO MENEZES PORTO, 1045 CENTRO. 26530-060 Nilópolis - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.80130167,-43.41914333
CEFET-RJ - UNED NOVA IGUACU,33147515,RJ,Nova Iguaçu,Urbana,"ESTRADA ADRIANOPOLIS, S/N VILA NOSSA SENHORA DA CONCEICAO. 26041-271 Nova Iguaçu - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.70498137,-43.46236124
CPII - CAMPUS REALENGO II,33147710,RJ,Rio de Janeiro,Urbana,"RUA BERNARDO DE VASCONCELOS, 941 REALENGO. 21710-261 Rio de Janeiro - RJ.",Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.87714813,-43.43097482
CPII - CAMPUS NITEROI,33155216,RJ,Niterói,Urbana,"RUA ASSIS VASCONCELOS, S/N BARRETO. 24110-250 Niterói - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.86879018,-43.10357199
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS ENG PAULO DE FRONTIN,33159866,RJ,Engenheiro Paulo de Frontin,Urbana,"AVENIDA MARIA LUIZA, SACRA FAMILIA DO TINGUA. 26660-000 Engenheiro Paulo de Frontin - RJ.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.49305819,-43.58689268
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS ARRAIAL DO CABO,33159882,RJ,Arraial do Cabo,Urbana,"RUA JOSE PINTO DE MACEDO, PRAINHA. 28930-000 Arraial do Cabo - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.96448456,-42.02692722
CEFET-RJ - UNED VALENCA,33164223,RJ,Valença,Urbana,"RUA VOLUNTARIOS DA PATRIA, 305 BELO HORIZONTE. 27600-845 Valença - RJ.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.24478843,-43.70985244
CEFET-RJ - UNED ITAGUAI,33167222,RJ,Itaguaí,Urbana,"RODOVIA RIO-SANTOS, LOTE J2, QUADRA J. VILA IBIRAPITANGA. 23812-101 Itaguaí - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.863725,-43.75114333
CEFET-RJ - UNED ANGRA DOS REIS,33167230,RJ,Angra dos Reis,Urbana,"RUA DO AREAL, 522 PARQUE PEREQUE MAMBUCABA. 23953-030 Angra dos Reis - RJ.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-23.02108,-44.53576
IFF - CAMPUS QUISSAMA,33167664,RJ,Quissamã,Urbana,"AVENIDA AMILCAR PEREIRA DA SILVA, 727 PITEIRAS. 28735-000 Quissamã - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.11081841,-41.47908326
IFF - CAMPUS AVANCADO SAO JOAO DA BARRA,33173354,RJ,São João da Barra,Rural,"RODOVIA BR 356 KM 181, S/N PERIGOSO. 28200-000 São João da Barra - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.65486752,-41.05206824
IFF - CAMPUS AVANCADO MARICA,33173362,RJ,Maricá,Urbana,"ESTRADA VEREADOR OLDEMAR FIGUEIREDO, KM 12,5 KM 12,5. UBATIBA. 24908-845 Maricá - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.87453,-42.790445
IFF - CAMPUS AVANCADO CAMBUCI,33173370,RJ,Cambuci,Rural,"ESTRADA CAMBUCI TRES IRMAOS KM 5, S/N FAZENDA. ZONA RURAL. 28430-000 Cambuci - RJ.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.58788498,-41.95861961
IFF - CAMPUS SANTO ANTONIO DE PADUA,33173389,RJ,Santo Antônio de Pádua,Urbana,"RUA JOAO JASBICK, S/N PROXIMO AO FORUM. AEROPORTO. 28470-000 Santo Antônio de Pádua - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-21.53088268,-42.19509811
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS REALENGO,33174776,RJ,Rio de Janeiro,Urbana,"RUA PROFESSOR CARLOS WENCESLAU, 343 REALENGO. 21715-000 Rio de Janeiro - RJ.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-22.88024873,-43.43404063
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS AVANCADO RESENDE,33176701,RJ,Resende,Urbana,"AVENIDA PREFEITO BOTAFOGO, CAMPOS ELISEOS. 27542-000 Resende - RJ.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.46714516,-44.44405205
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS SAO JOAO DE MERITI,33182639,RJ,São João de Meriti,Urbana,"RUA VALA DA DIVISA, COELHO DA ROCHA. 25550-110 São João de Meriti - RJ.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-22.77725583,-43.39517948
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NITEROI,33182647,RJ,Niterói,Urbana,"ESTRADA WASHINGTON LUIS, 1596 PENDOTIBA. 24315-375 Niterói - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.8930991,-43.05400774
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS BELFORD ROXO,33182663,RJ,Belford Roxo,Urbana,"AVENIDA JOAQUIM DA COSTA LIMA, SAO BENARDO. 26165-225 Belford Roxo - RJ.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-22.73716445,-43.38698001
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS PARACAMBI,33197601,RJ,Paracambi,Urbana,"RUA SEBASTIAO LACERDA, CENTRO. 26600-000 Paracambi - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.59946099,-43.70593727
CEFET-RJ - CAMPUS MARIA DA GRACA,33204209,RJ,Rio de Janeiro,Urbana,"RUA MIGUEL ANGELO, 96 MARIA DA GRACA. 20785-225 Rio de Janeiro - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.88223,-43.2585
IFF - CAMPUS CAMPOS GUARUS,33240213,RJ,Campos dos Goytacazes,Urbana,"AVENIDA SOUZA MOTA, 350 PARQUE FUNDAO. 28060-010 Campos dos Goytacazes - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-21.73482126,-41.32435779
CPII - CAMPUS DUQUE DE CAXIAS,33242216,RJ,Duque de Caxias,Urbana,"RUA DOUTOR MANOEL REIS, 501 CENTENARIO. 25025-010 Duque de Caxias - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.77934,-43.31312
IFF - CAMPUS ITAPERUNA,33439257,RJ,Itaperuna,Urbana,"BR 356, KM 3,5, CIDADE NOVA. 28300-000 Itaperuna - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-21.18709079,-41.92922172
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS DUQUE DE CAXIAS,33439265,RJ,Duque de Caxias,Urbana,"AVENIDA REPUBLICA DO PARAGUAI, 120 SARAPUI. 25050-100 Duque de Caxias - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.74945,-43.29895
IFF - CAMPUS CABO FRIO,33439745,RJ,Cabo Frio,Rural,"ESTRADA CABO FRIO - BUZIOS, SN ALTURA DO KM 07. BAIA FORMOSA. 28909-971 Cabo Frio - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.8147832,-41.98106744
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS SAO GONCALO,33442231,RJ,São Gonçalo,Urbana,"RUA OLIVEIRA BOTELHO, NEVES. 24425-005 São Gonçalo - RJ.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.85255799,-43.09990476
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS VOLTA REDONDA,33444218,RJ,Volta Redonda,Urbana,"RUA ANTONIO BARREIROS, 212 NOSSA SENHORA DAS GRACAS. 27215-350 Volta Redonda - RJ.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.50683,-44.09644
CEFET-RJ - UNED PETROPOLIS,33467285,RJ,Petrópolis,Urbana,"RUA DO IMPERADOR, 971 CENTRO. 25620-003 Petrópolis - RJ.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.51165,-43.17828
CEFET-RJ - UNED NOVA FRIBURGO,33476217,RJ,Nova Friburgo,Urbana,"AVENIDA GOVERNADOR ROBERTO SILVEIRA, 1900 PRADO. 28635-000 Nova Friburgo - RJ.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.24491292,-42.52287287
UFRN - ESCOLA AGRICOLA DE JUNDIAI,24052787,RN,Macaíba,Rural,"AVENIDA JUNDIAI, AUGUSTO SEVERO. 59285-860 Macaíba - RN.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.88480125,-35.36564231
IFRN - CAMPUS NATAL - CENTRAL,24059110,RN,Natal,Urbana,"AVENIDA SENADOR SALGADO FILHO,1559, TIROL, 59015-000 Natal - RN.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.812038,-35.20444
UFRN - ESCOLA DE SAUDE,24064670,RN,Natal,Urbana,"AVENIDA SENADOR SALGADO FILHO, 3000, CAMPUS CENTRAL UFRN. LAGOA NOVA. 59078-900 Natal - RN.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,-5.833930133,-35.20223834
IFRN - CAMPUS MOSSORO,24069485,RN,Mossoró,Urbana,"RUA RAIMUNDO FIRMINO DE OLIVEIRA, 400 CONJ ULRICK GRAFF. 59628-330 Mossoró - RN.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.2135,-37.32
IFRN - CAMPUS NOVA CRUZ,24083003,RN,Nova Cruz,Urbana,"AV JOSE RODRIGUES DE AQUINO FILHO, RN 120, 59215-000 Nova Cruz - RN.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.47132323,-35.445194
